WWW Tide and Current Predictor				
Oakland	"Airport," San Francisco "Bay,"	California			
29 March 2018 - 4 April	2018		
								
								
Year	Month 	Day 	Hours 	Minutes 	Seconds	tidal elevation (m)		
2018	4	3	1	0	0	1.72223		
2018	4	3	1	10	0	1.77058		
2018	4	3	1	20	0	1.815285		
2018	4	3	1	30	0	1.855953		
2018	4	3	1	40	0	1.892197		
2018	4	3	1	50	0	1.92364		
2018	4	3	2	0	0	1.949918		
2018	4	3	2	10	0	1.970686		
2018	4	3	2	20	0	1.985622		
2018	4	3	2	30	0	1.994436		
2018	4	3	2	40	0	1.996879		
2018	4	3	2	50	0	1.993133		
2018	4	3	3	0	0	1.983293		
2018	4	3	3	10	0	1.967259		
2018	4	3	3	20	0	1.94498		
2018	4	3	3	30	0	1.916457		
2018	4	3	3	40	0	1.881749		
2018	4	3	3	50	0	1.84097		
2018	4	3	4	0	0	1.794211		
2018	4	3	4	10	0	1.741865		
2018	4	3	4	20	0	1.684149		
2018	4	3	4	30	0	1.621415		
2018	4	3	4	40	0	1.554069		
2018	4	3	4	50	0	1.482567		
2018	4	3	5	0	0	1.407416		
2018	4	3	5	10	0	1.329163		
2018	4	3	5	20	0	1.248252		
2018	4	3	5	30	0	1.165573		
2018	4	3	5	40	0	1.081626		
2018	4	3	5	50	0	0.997064		
2018	4	3	6	0	0	0.912546		
2018	4	3	6	10	0	0.828731		
2018	4	3	6	20	0	0.746268		
2018	4	3	6	30	0	0.665658		
2018	4	3	6	40	0	0.587784		
2018	4	3	6	50	0	0.513086		
2018	4	3	7	0	0	0.442107		
2018	4	3	7	10	0	0.375345		
2018	4	3	7	20	0	0.313251		
2018	4	3	7	30	0	0.256223		
2018	4	3	7	40	0	0.204602		
2018	4	3	7	50	0	0.158601		
2018	4	3	8	0	0	0.118601		
2018	4	3	8	10	0	0.084684		
2018	4	3	8	20	0	0.056956		
2018	4	3	8	30	0	0.035467		
2018	4	3	8	40	0	0.020208		
2018	4	3	8	50	0	0.011121		
2018	4	3	9	0	0	0.008096		
2018	4	3	9	10	0	0.011142		
2018	4	3	9	20	0	0.020193		
2018	4	3	9	30	0	0.035031		
2018	4	3	9	40	0	0.055327		
2018	4	3	9	50	0	0.080839		
2018	4	3	10	0	0	0.111152		
2018	4	3	10	10	0	0.146019		
2018	4	3	10	20	0	0.184968		
2018	4	3	10	30	0	0.227761		
2018	4	3	10	40	0	0.273892		
2018	4	3	10	50	0	0.323144		
2018	4	3	11	0	0	0.374994		
2018	4	3	11	10	0	0.429255		
2018	4	3	11	20	0	0.485398		
2018	4	3	11	30	0	0.543269		
2018	4	3	11	40	0	0.602343		
2018	4	3	11	50	0	0.662491		
2018	4	3	12	0	0	0.723198		
2018	4	3	12	10	0	0.784355		
2018	4	3	12	20	0	0.845457		
2018	4	3	12	30	0	0.906404		
2018	4	3	12	40	0	0.9667		
2018	4	3	12	50	0	1.026248		
2018	4	3	13	0	0	1.084557		
2018	4	3	13	10	0	1.141525		
2018	4	3	13	20	0	1.196668		
2018	4	3	13	30	0	1.249873		
2018	4	3	13	40	0	1.300669		
2018	4	3	13	50	0	1.348851		
2018	4	3	14	0	0	1.394202		
2018	4	3	14	10	0	1.436285		
2018	4	3	14	20	0	1.47496		
2018	4	3	14	30	0	1.509833		
2018	4	3	14	40	0	1.540767		
2018	4	3	14	50	0	1.567424		
2018	4	3	15	0	0	1.589681		
2018	4	3	15	10	0	1.607279		
2018	4	3	15	20	0	1.620124		
2018	4	3	15	30	0	1.628053		
2018	4	3	15	40	0	1.631013		
2018	4	3	15	50	0	1.628858		
2018	4	3	16	0	0	1.621452		
2018	4	3	16	10	0	1.608877		
2018	4	3	16	20	0	1.591193		
2018	4	3	16	30	0	1.568611		
2018	4	3	16	40	0	1.54126		
2018	4	3	16	50	0	1.509424		
2018	4	3	17	0	0	1.47347		
2018	4	3	17	10	0	1.43362		
2018	4	3	17	20	0	1.390321		
2018	4	3	17	30	0	1.344079		
2018	4	3	17	40	0	1.295199		
2018	4	3	17	50	0	1.244334		
2018	4	3	18	0	0	1.191824		
2018	4	3	18	10	0	1.138285		
2018	4	3	18	20	0	1.084347		
2018	4	3	18	30	0	1.030374		
2018	4	3	18	40	0	0.977		
2018	4	3	18	50	0	0.924843		
2018	4	3	19	0	0	0.874247		
2018	4	3	19	10	0	0.825875		
2018	4	3	19	20	0	0.780033		
2018	4	3	19	30	0	0.73724		
2018	4	3	19	40	0	0.697961		
2018	4	3	19	50	0	0.662419		
2018	4	3	20	0	0	0.630999		
2018	4	3	20	10	0	0.604011		
2018	4	3	20	20	0	0.581582		
2018	4	3	20	30	0	0.563959		
2018	4	3	20	40	0	0.551204		
2018	4	3	20	50	0	0.543423		
2018	4	3	21	0	0	0.540644		
2018	4	3	21	10	0	0.542915		
2018	4	3	21	20	0	0.550273		
2018	4	3	21	30	0	0.56261		
2018	4	3	21	40	0	0.579778		
2018	4	3	21	50	0	0.601595		
2018	4	3	22	0	0	0.627845		
2018	4	3	22	10	0	0.658287		
2018	4	3	22	20	0	0.692656		
2018	4	3	22	30	0	0.730735		
2018	4	3	22	40	0	0.772099		
2018	4	3	22	50	0	0.816498		
2018	4	3	23	0	0	0.863612		
2018	4	3	23	10	0	0.913114		
2018	4	3	23	20	0	0.964676		
2018	4	3	23	30	0	1.017962		
2018	4	3	23	40	0	1.072638		
2018	4	3	23	50	0	1.128368		
2018	4	4	0	0	0	1.184813		
2018	4	4	0	10	0	1.241634		
2018	4	4	0	20	0	1.298493		
2018	4	4	0	30	0	1.355046		
2018	4	4	0	40	0	1.41104		
2018	4	4	0	50	0	1.465944		
2018	4	4	1	0	0	1.519498		
2018	4	4	1	10	0	1.57135		
2018	4	4	1	20	0	1.621142		
2018	4	4	1	30	0	1.668513		
2018	4	4	1	40	0	1.713102		
2018	4	4	1	50	0	1.754547		
2018	4	4	2	0	0	1.792488		
2018	4	4	2	10	0	1.82657		
2018	4	4	2	20	0	1.856445		
2018	4	4	2	30	0	1.881777		
2018	4	4	2	40	0	1.902243		
2018	4	4	2	50	0	1.917542		
2018	4	4	3	0	0	1.927407		
2018	4	4	3	10	0	1.931557		
2018	4	4	3	20	0	1.930023		
2018	4	4	3	30	0	1.923134		
2018	4	4	3	40	0	1.910791		
2018	4	4	3	50	0	1.892885		
2018	4	4	4	0	0	1.869443		
2018	4	4	4	10	0	1.840402		
2018	4	4	4	20	0	1.80592		
2018	4	4	4	30	0	1.766064		
2018	4	4	4	40	0	1.720918		
2018	4	4	4	50	0	1.670845		
2018	4	4	5	0	0	1.616038		
2018	4	4	5	10	0	1.556706		
2018	4	4	5	20	0	1.493409		
2018	4	4	5	30	0	1.426339		
2018	4	4	5	40	0	1.356166		
2018	4	4	5	50	0	1.283261		
2018	4	4	6	0	0	1.208008		
2018	4	4	6	10	0	1.1312		
2018	4	4	6	20	0	1.053269		
2018	4	4	6	30	0	0.974653		
2018	4	4	6	40	0	0.896197		
2018	4	4	6	50	0	0.818216		
2018	4	4	7	0	0	0.741547		
2018	4	4	7	10	0	0.666616		
2018	4	4	7	20	0	0.593842		
2018	4	4	7	30	0	0.523985		
2018	4	4	7	40	0	0.457403		
2018	4	4	7	50	0	0.394439		
2018	4	4	8	0	0	0.335712		
2018	4	4	8	10	0	0.281386		
2018	4	4	8	20	0	0.231957		
2018	4	4	8	30	0	0.187596		
2018	4	4	8	40	0	0.148452		
2018	4	4	8	50	0	0.114819		
2018	4	4	9	0	0	0.086737		
2018	4	4	9	10	0	0.06423		
2018	4	4	9	20	0	0.047386		
2018	4	4	9	30	0	0.03611		
2018	4	4	9	40	0	0.030359		
2018	4	4	9	50	0	0.030018		
2018	4	4	10	0	0	0.035128		
2018	4	4	10	10	0	0.045526		
2018	4	4	10	20	0	0.060975		
2018	4	4	10	30	0	0.081249		
2018	4	4	10	40	0	0.105995		
2018	4	4	10	50	0	0.13494		
2018	4	4	11	0	0	0.167771		
2018	4	4	11	10	0	0.204228		
2018	4	4	11	20	0	0.243864		
2018	4	4	11	30	0	0.286407		
2018	4	4	11	40	0	0.33161		
2018	4	4	11	50	0	0.379001		
2018	4	4	12	0	0	0.428336		
2018	4	4	12	10	0	0.479307		
2018	4	4	12	20	0	0.531702		
2018	4	4	12	30	0	0.585054		
2018	4	4	12	40	0	0.639164		
2018	4	4	12	50	0	0.693757		
2018	4	4	13	0	0	0.748652		
2018	4	4	13	10	0	0.803406		
2018	4	4	13	20	0	0.85785		
2018	4	4	13	30	0	0.911817		
2018	4	4	13	40	0	0.96488		
2018	4	4	13	50	0	1.016879		
2018	4	4	14	0	0	1.067568		
2018	4	4	14	10	0	1.116781		
2018	4	4	14	20	0	1.164113		
2018	4	4	14	30	0	1.209408		
2018	4	4	14	40	0	1.252427		
2018	4	4	14	50	0	1.293005		
2018	4	4	15	0	0	1.33078		
2018	4	4	15	10	0	1.365606		
2018	4	4	15	20	0	1.397325		
2018	4	4	15	30	0	1.425641		
2018	4	4	15	40	0	1.450431		
2018	4	4	15	50	0	1.471541		
2018	4	4	16	0	0	1.488861		
2018	4	4	16	10	0	1.502225		
2018	4	4	16	20	0	1.511586		
2018	4	4	16	30	0	1.516897		
2018	4	4	16	40	0	1.51813		
2018	4	4	16	50	0	1.514981		
2018	4	4	17	0	0	1.507362		
2018	4	4	17	10	0	1.495352		
2018	4	4	17	20	0	1.479135		
2018	4	4	17	30	0	1.45888		
2018	4	4	17	40	0	1.43481		
2018	4	4	17	50	0	1.40714		
2018	4	4	18	0	0	1.376262		
2018	4	4	18	10	0	1.342466		
2018	4	4	18	20	0	1.306116		
2018	4	4	18	30	0	1.267602		
2018	4	4	18	40	0	1.227268		
2018	4	4	18	50	0	1.185682		
2018	4	4	19	0	0	1.143219		
2018	4	4	19	10	0	1.100333		
2018	4	4	19	20	0	1.057404		
2018	4	4	19	30	0	1.01503		
2018	4	4	19	40	0	0.973581		
2018	4	4	19	50	0	0.933488		
2018	4	4	20	0	0	0.895098		
2018	4	4	20	10	0	0.858934		
2018	4	4	20	20	0	0.825293		
2018	4	4	20	30	0	0.794507		
2018	4	4	20	40	0	0.766834		
2018	4	4	20	50	0	0.742633		
2018	4	4	21	0	0	0.722084		
2018	4	4	21	10	0	0.705374		
2018	4	4	21	20	0	0.692638		
2018	4	4	21	30	0	0.684028		
2018	4	4	21	40	0	0.679592		
2018	4	4	21	50	0	0.679366		
2018	4	4	22	0	0	0.683371		
2018	4	4	22	10	0	0.691587		
2018	4	4	22	20	0	0.703911		
2018	4	4	22	30	0	0.720246		
2018	4	4	22	40	0	0.740453		
2018	4	4	22	50	0	0.76441		
2018	4	4	23	0	0	0.791847		
2018	4	4	23	10	0	0.822591		
2018	4	4	23	20	0	0.856413		
2018	4	4	23	30	0	0.893128		
2018	4	4	23	40	0	0.932359		
2018	4	4	23	50	0	0.973891		
